BlockNumber,StreetName,helper,State,City,Street_Address,Full_St_Address
100,"CARLTON RD, 102",keep,Virginia,Charlottesville,100 CARLTON RD,"100 CARLTON RD, CHARLOTTESVILLE, VA"
2100,"MICHIE DR, 7A",keep,Virginia,Charlottesville,2100 MICHIE DR,"2100 MICHIE DR, CHARLOTTESVILLE, VA"
600,"6TH ST SE, 137",keep,Virginia,Charlottesville,600 6TH ST SE,"600 6TH ST SE, CHARLOTTESVILLE, VA"
400,5TH ST SW,keep,Virginia,Charlottesville,400 5TH ST SW,"400 5TH ST SW, CHARLOTTESVILLE, VA"
1400,FOXBROOK LN,keep,Virginia,Charlottesville,1400 FOXBROOK LN,"1400 FOXBROOK LN, CHARLOTTESVILLE, VA"
1100,"CHERRY ST, B",keep,Virginia,Charlottesville,1100 CHERRY ST,"1100 CHERRY ST, CHARLOTTESVILLE, VA"
900,"STONEHENGE AVE, A",keep,Virginia,Charlottesville,900 STONEHENGE AVE,"900 STONEHENGE AVE, CHARLOTTESVILLE, VA"
1000,ST CLAIR AVE,keep,Virginia,Charlottesville,1000 ST CLAIR AVE,"1000 ST CLAIR AVE, CHARLOTTESVILLE, VA"
1400,MOORES ST,keep,Virginia,Charlottesville,1400 MOORES ST,"1400 MOORES ST, CHARLOTTESVILLE, VA"
700,RUGBY RD,keep,Virginia,Charlottesville,700 RUGBY RD,"700 RUGBY RD, CHARLOTTESVILLE, VA"
300,"15TH ST NW, 2012",keep,Virginia,Charlottesville,300 15TH ST NW,"300 15TH ST NW, CHARLOTTESVILLE, VA"
2000,BARRACKS RD,keep,Virginia,Charlottesville,2000 BARRACKS RD,"2000 BARRACKS RD, CHARLOTTESVILLE, VA"
,MEADE AVE / E MARKET ST,drop,Virginia,Charlottesville,MEADE AVE / E MARKET ST,"MEADE AVE / E MARKET ST, CHARLOTTESVILLE, VA"
,PRESTON AVE / HEMLOCK LN,drop,Virginia,Charlottesville,PRESTON AVE / HEMLOCK LN,"PRESTON AVE / HEMLOCK LN, CHARLOTTESVILLE, VA"
,QUARRY RD @ MONTICELLO AVE,intersection,Virginia,Charlottesville,QUARRY RD @ MONTICELLO AVE,"QUARRY RD @ MONTICELLO AVE, CHARLOTTESVILLE, VA"
500,16TH ST NW,keep,Virginia,Charlottesville,500 16TH ST NW,"500 16TH ST NW, CHARLOTTESVILLE, VA"
2600,JEFFERSON PARK AVE,keep,Virginia,Charlottesville,2600 JEFFERSON PARK AVE,"2600 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
100,"CARLTON RD, 103",keep,Virginia,Charlottesville,100 CARLTON RD,"100 CARLTON RD, CHARLOTTESVILLE, VA"
1600,"EMMET ST N, 219",keep,Virginia,Charlottesville,1600 EMMET ST N,"1600 EMMET ST N, CHARLOTTESVILLE, VA"
1400,"MONTICELLO RD, 111",keep,Virginia,Charlottesville,1400 MONTICELLO RD,"1400 MONTICELLO RD, CHARLOTTESVILLE, VA"
1200,"WERTLAND ST, B42",keep,Virginia,Charlottesville,1200 WERTLAND ST,"1200 WERTLAND ST, CHARLOTTESVILLE, VA"
,14TH ST NW / GRADY AVE,drop,Virginia,Charlottesville,14TH ST NW / GRADY AVE,"14TH ST NW / GRADY AVE, CHARLOTTESVILLE, VA"
400,"4TH ST NW, 222",keep,Virginia,Charlottesville,400 4TH ST NW,"400 4TH ST NW, CHARLOTTESVILLE, VA"
200,"SHAMROCK RD, B",keep,Virginia,Charlottesville,200 SHAMROCK RD,"200 SHAMROCK RD, CHARLOTTESVILLE, VA"
100,"CHANCELLOR ST, 6",keep,Virginia,Charlottesville,100 CHANCELLOR ST,"100 CHANCELLOR ST, CHARLOTTESVILLE, VA"
,JEFFERSON PARK AVE @ CARROLLTON TER,intersection,Virginia,Charlottesville,JEFFERSON PARK AVE @ CARROLLTON TER,"JEFFERSON PARK AVE @ CARROLLTON TER, CHARLOTTESVILLE, VA"
,DAY,drop,Virginia,Charlottesville,DAY,"DAY, CHARLOTTESVILLE, VA"
1300,"WERTLAND ST, C",keep,Virginia,Charlottesville,1300 WERTLAND ST,"1300 WERTLAND ST, CHARLOTTESVILLE, VA"
1600,MONTICELLO AVE,keep,Virginia,Charlottesville,1600 MONTICELLO AVE,"1600 MONTICELLO AVE, CHARLOTTESVILLE, VA"
2300,HYDRAULIC RD,keep,Virginia,Charlottesville,2300 HYDRAULIC RD,"2300 HYDRAULIC RD, CHARLOTTESVILLE, VA"
700,WEST ST,keep,Virginia,Charlottesville,700 WEST ST,"700 WEST ST, CHARLOTTESVILLE, VA"
200,RIVERVIEW AVE,keep,Virginia,Charlottesville,200 RIVERVIEW AVE,"200 RIVERVIEW AVE, CHARLOTTESVILLE, VA"
700,VILLAGE RD,keep,Virginia,Charlottesville,700 VILLAGE RD,"700 VILLAGE RD, CHARLOTTESVILLE, VA"
,LINDEN AVE / MONTICELLO RD,drop,Virginia,Charlottesville,LINDEN AVE / MONTICELLO RD,"LINDEN AVE / MONTICELLO RD, CHARLOTTESVILLE, VA"
900,GROVE ST,keep,Virginia,Charlottesville,900 GROVE ST,"900 GROVE ST, CHARLOTTESVILLE, VA"
1300,E HIGH ST,keep,Virginia,Charlottesville,1300 E HIGH ST,"1300 E HIGH ST, CHARLOTTESVILLE, VA"
1000,COLEMAN ST,keep,Virginia,Charlottesville,1000 COLEMAN ST,"1000 COLEMAN ST, CHARLOTTESVILLE, VA"
1400,"CARLTON AVE, 102",keep,Virginia,Charlottesville,1400 CARLTON AVE,"1400 CARLTON AVE, CHARLOTTESVILLE, VA"
1100,"RIVER CT, A",keep,Virginia,Charlottesville,1100 RIVER CT,"1100 RIVER CT, CHARLOTTESVILLE, VA"
1400,"GRACE ST, B",keep,Virginia,Charlottesville,1400 GRACE ST,"1400 GRACE ST, CHARLOTTESVILLE, VA"
500,"1ST ST S, 302",keep,Virginia,Charlottesville,500 1ST ST S,"500 1ST ST S, CHARLOTTESVILLE, VA"
600,"PRESTON PL, 102",keep,Virginia,Charlottesville,600 PRESTON PL,"600 PRESTON PL, CHARLOTTESVILLE, VA"
1600,WESTWOOD RD,keep,Virginia,Charlottesville,1600 WESTWOOD RD,"1600 WESTWOOD RD, CHARLOTTESVILLE, VA"
,JEFFERSON PARK AVE / MONROE LN,drop,Virginia,Charlottesville,JEFFERSON PARK AVE / MONROE LN,"JEFFERSON PARK AVE / MONROE LN, CHARLOTTESVILLE, VA"
100,LAUREL CIR,keep,Virginia,Charlottesville,100 LAUREL CIR,"100 LAUREL CIR, CHARLOTTESVILLE, VA"
,ELLIOTT AVE / RAYON ST,drop,Virginia,Charlottesville,ELLIOTT AVE / RAYON ST,"ELLIOTT AVE / RAYON ST, CHARLOTTESVILLE, VA"
200,BYPASS E @ PARK ST,intersection,Virginia,Charlottesville,200 BYPASS E @ PARK ST,"200 BYPASS E @ PARK ST, CHARLOTTESVILLE, VA"
1500,"GRADY AVE, 12",keep,Virginia,Charlottesville,1500 GRADY AVE,"1500 GRADY AVE, CHARLOTTESVILLE, VA"
2000,"HOLIDAY DR, 117",keep,Virginia,Charlottesville,2000 HOLIDAY DR,"2000 HOLIDAY DR, CHARLOTTESVILLE, VA"
1400,"VINE ST, B",keep,Virginia,Charlottesville,1400 VINE ST,"1400 VINE ST, CHARLOTTESVILLE, VA"
1200,"CEDARS CT, 324",keep,Virginia,Charlottesville,1200 CEDARS CT,"1200 CEDARS CT, CHARLOTTESVILLE, VA"
,MONTICELLO AVE @ QUARRY RD,intersection,Virginia,Charlottesville,MONTICELLO AVE @ QUARRY RD,"MONTICELLO AVE @ QUARRY RD, CHARLOTTESVILLE, VA"
700,"6TH ST SE, F",keep,Virginia,Charlottesville,700 6TH ST SE,"700 6TH ST SE, CHARLOTTESVILLE, VA"
2100,"MICHIE DR, 45",keep,Virginia,Charlottesville,2100 MICHIE DR,"2100 MICHIE DR, CHARLOTTESVILLE, VA"
400,"W MAIN ST, A",keep,Virginia,Charlottesville,400 W MAIN ST,"400 W MAIN ST, CHARLOTTESVILLE, VA"
900,"PRESTON AVE, 301",keep,Virginia,Charlottesville,900 PRESTON AVE,"900 PRESTON AVE, CHARLOTTESVILLE, VA"
,EMMET ST N @ E 250 BYPASS,intersection,Virginia,Charlottesville,EMMET ST N @ E 250 BYPASS,"EMMET ST N @ E 250 BYPASS, CHARLOTTESVILLE, VA"
600,GILLESPIE AVE,keep,Virginia,Charlottesville,600 GILLESPIE AVE,"600 GILLESPIE AVE, CHARLOTTESVILLE, VA"
400,RIDGE ST,keep,Virginia,Charlottesville,400 RIDGE ST,"400 RIDGE ST, CHARLOTTESVILLE, VA"
,EMMET ST N @ W 250 BYPASS,intersection,Virginia,Charlottesville,EMMET ST N @ W 250 BYPASS,"EMMET ST N @ W 250 BYPASS, CHARLOTTESVILLE, VA"
,EMMET ST N / HOLIDAY DR,drop,Virginia,Charlottesville,EMMET ST N / HOLIDAY DR,"EMMET ST N / HOLIDAY DR, CHARLOTTESVILLE, VA"
,RUGBY AVE / ROSE HILL DR,drop,Virginia,Charlottesville,RUGBY AVE / ROSE HILL DR,"RUGBY AVE / ROSE HILL DR, CHARLOTTESVILLE, VA"
,1ST ST S / E WATER ST,drop,Virginia,Charlottesville,1ST ST S / E WATER ST,"1ST ST S / E WATER ST, CHARLOTTESVILLE, VA"
100,WELK PL,keep,Virginia,Charlottesville,100 WELK PL,"100 WELK PL, CHARLOTTESVILLE, VA"
,JOHN WARNER PKWY @ W 250 BYPASS,intersection,Virginia,Charlottesville,JOHN WARNER PKWY @ W 250 BYPASS,"JOHN WARNER PKWY @ W 250 BYPASS, CHARLOTTESVILLE, VA"
,5TH ST SW / CHERRY AVE,drop,Virginia,Charlottesville,5TH ST SW / CHERRY AVE,"5TH ST SW / CHERRY AVE, CHARLOTTESVILLE, VA"
400,EMMET ST S,keep,Virginia,Charlottesville,400 EMMET ST S,"400 EMMET ST S, CHARLOTTESVILLE, VA"
,LOCUST AVE / CALHOUN ST,drop,Virginia,Charlottesville,LOCUST AVE / CALHOUN ST,"LOCUST AVE / CALHOUN ST, CHARLOTTESVILLE, VA"
700,GILLESPIE AVE,keep,Virginia,Charlottesville,700 GILLESPIE AVE,"700 GILLESPIE AVE, CHARLOTTESVILLE, VA"
2100,"HYDRAULIC RD, F",keep,Virginia,Charlottesville,2100 HYDRAULIC RD,"2100 HYDRAULIC RD, CHARLOTTESVILLE, VA"
2100,"ARLINGTON BLVD, 365",keep,Virginia,Charlottesville,2100 ARLINGTON BLVD,"2100 ARLINGTON BLVD, CHARLOTTESVILLE, VA"
1100,HILLTOP RD,keep,Virginia,Charlottesville,1100 HILLTOP RD,"1100 HILLTOP RD, CHARLOTTESVILLE, VA"
100,10TH ST NE,keep,Virginia,Charlottesville,100 10TH ST NE,"100 10TH ST NE, CHARLOTTESVILLE, VA"
2300,GREENBRIER DR,keep,Virginia,Charlottesville,2300 GREENBRIER DR,"2300 GREENBRIER DR, CHARLOTTESVILLE, VA"
,15TH ST NW,drop,Virginia,Charlottesville,15TH ST NW,"15TH ST NW, CHARLOTTESVILLE, VA"
1300,MIDLAND ST,keep,Virginia,Charlottesville,1300 MIDLAND ST,"1300 MIDLAND ST, CHARLOTTESVILLE, VA"
700,LEXINGTON AVE,keep,Virginia,Charlottesville,700 LEXINGTON AVE,"700 LEXINGTON AVE, CHARLOTTESVILLE, VA"
1000,"1ST ST S, 302",keep,Virginia,Charlottesville,1000 1ST ST S,"1000 1ST ST S, CHARLOTTESVILLE, VA"
,UNIVERSITY AVE / 14TH ST NW,drop,Virginia,Charlottesville,UNIVERSITY AVE / 14TH ST NW,"UNIVERSITY AVE / 14TH ST NW, CHARLOTTESVILLE, VA"
1000,"1ST ST S, 108",keep,Virginia,Charlottesville,1000 1ST ST S,"1000 1ST ST S, CHARLOTTESVILLE, VA"
200,ELLIEWOOD AVE,keep,Virginia,Charlottesville,200 ELLIEWOOD AVE,"200 ELLIEWOOD AVE, CHARLOTTESVILLE, VA"
,10TH ST NW / PRESTON AVE,drop,Virginia,Charlottesville,10TH ST NW / PRESTON AVE,"10TH ST NW / PRESTON AVE, CHARLOTTESVILLE, VA"
,MCINTIRE RD / JOHN W WARNER PKWY,drop,Virginia,Charlottesville,MCINTIRE RD / JOHN W WARNER PKWY,"MCINTIRE RD / JOHN W WARNER PKWY, CHARLOTTESVILLE, VA"
2100,HYDRAULIC RD,keep,Virginia,Charlottesville,2100 HYDRAULIC RD,"2100 HYDRAULIC RD, CHARLOTTESVILLE, VA"
,RUGBY RD / PRESTON AVE,drop,Virginia,Charlottesville,RUGBY RD / PRESTON AVE,"RUGBY RD / PRESTON AVE, CHARLOTTESVILLE, VA"
1700,"ALLIED ST, B",keep,Virginia,Charlottesville,1700 ALLIED ST,"1700 ALLIED ST, CHARLOTTESVILLE, VA"
,CHERRY AVE / SHAMROCK RD,drop,Virginia,Charlottesville,CHERRY AVE / SHAMROCK RD,"CHERRY AVE / SHAMROCK RD, CHARLOTTESVILLE, VA"
300,"15TH ST NW, 2048A",keep,Virginia,Charlottesville,300 15TH ST NW,"300 15TH ST NW, CHARLOTTESVILLE, VA"
300,2ND ST SE,keep,Virginia,Charlottesville,300 2ND ST SE,"300 2ND ST SE, CHARLOTTESVILLE, VA"
2700,MCELROY DR,keep,Virginia,Charlottesville,2700 MCELROY DR,"2700 MCELROY DR, CHARLOTTESVILLE, VA"
2400,JEFFERSON PARK AVE,keep,Virginia,Charlottesville,2400 JEFFERSON PARK AVE,"2400 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
700,LYONS AVE,keep,Virginia,Charlottesville,700 LYONS AVE,"700 LYONS AVE, CHARLOTTESVILLE, VA"
1000,HARRIS ST,keep,Virginia,Charlottesville,1000 HARRIS ST,"1000 HARRIS ST, CHARLOTTESVILLE, VA"
,OAKHURST CIR / JEFFERSON PARK AVE,drop,Virginia,Charlottesville,OAKHURST CIR / JEFFERSON PARK AVE,"OAKHURST CIR / JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
300,"4TH ST NE, 102",keep,Virginia,Charlottesville,300 4TH ST NE,"300 4TH ST NE, CHARLOTTESVILLE, VA"
300,HARRIS RD,keep,Virginia,Charlottesville,300 HARRIS RD,"300 HARRIS RD, CHARLOTTESVILLE, VA"
,ROSE HILL DR / GREENLEAF LN,drop,Virginia,Charlottesville,ROSE HILL DR / GREENLEAF LN,"ROSE HILL DR / GREENLEAF LN, CHARLOTTESVILLE, VA"
300,4TH ST SW,keep,Virginia,Charlottesville,300 4TH ST SW,"300 4TH ST SW, CHARLOTTESVILLE, VA"
,MORGAN CT,drop,Virginia,Charlottesville,MORGAN CT,"MORGAN CT, CHARLOTTESVILLE, VA"
1200,"CEDARS CT, 215",keep,Virginia,Charlottesville,1200 CEDARS CT,"1200 CEDARS CT, CHARLOTTESVILLE, VA"
,7 1/2 ST SW,drop,Virginia,Charlottesville,7 1/2 ST SW,"7 1/2 ST SW, CHARLOTTESVILLE, VA"
100,"LANKFORD AVE, A",keep,Virginia,Charlottesville,100 LANKFORD AVE,"100 LANKFORD AVE, CHARLOTTESVILLE, VA"
100,"WESTERLY AVE, B",keep,Virginia,Charlottesville,100 WESTERLY AVE,"100 WESTERLY AVE, CHARLOTTESVILLE, VA"
200,BYP / MEADOWBROOK HEIGHTS RD,keep,Virginia,Charlottesville,200 BYP / MEADOWBROOK HEIGHTS RD,"200 BYP / MEADOWBROOK HEIGHTS RD, CHARLOTTESVILLE, VA"
800,"CYNTHIANNA AVE, 3",keep,Virginia,Charlottesville,800 CYNTHIANNA AVE,"800 CYNTHIANNA AVE, CHARLOTTESVILLE, VA"
1600,E MARKET ST,keep,Virginia,Charlottesville,1600 E MARKET ST,"1600 E MARKET ST, CHARLOTTESVILLE, VA"
,GRADY AVE / 15TH ST NW,drop,Virginia,Charlottesville,GRADY AVE / 15TH ST NW,"GRADY AVE / 15TH ST NW, CHARLOTTESVILLE, VA"
1000,"CARLTON AVE, A",keep,Virginia,Charlottesville,1000 CARLTON AVE,"1000 CARLTON AVE, CHARLOTTESVILLE, VA"
600,CABELL AVE,keep,Virginia,Charlottesville,600 CABELL AVE,"600 CABELL AVE, CHARLOTTESVILLE, VA"
,2ND ST SE / E WATER ST,drop,Virginia,Charlottesville,2ND ST SE / E WATER ST,"2ND ST SE / E WATER ST, CHARLOTTESVILLE, VA"
,14TH ST NW / UNIVERSITY AVE,drop,Virginia,Charlottesville,14TH ST NW / UNIVERSITY AVE,"14TH ST NW / UNIVERSITY AVE, CHARLOTTESVILLE, VA"
1900,SWANSON DR,keep,Virginia,Charlottesville,1900 SWANSON DR,"1900 SWANSON DR, CHARLOTTESVILLE, VA"
1400,"MONTICELLO RD, 13",keep,Virginia,Charlottesville,1400 MONTICELLO RD,"1400 MONTICELLO RD, CHARLOTTESVILLE, VA"
100,"ELKHORN RD, A",keep,Virginia,Charlottesville,100 ELKHORN RD,"100 ELKHORN RD, CHARLOTTESVILLE, VA"
,"MORTON DR, 200",drop,Virginia,Charlottesville,MORTON DR,"MORTON DR, CHARLOTTESVILLE, VA"
800,"CABELL AVE, J",keep,Virginia,Charlottesville,800 CABELL AVE,"800 CABELL AVE, CHARLOTTESVILLE, VA"
2000,"HOLIDAY DR, 113",keep,Virginia,Charlottesville,2000 HOLIDAY DR,"2000 HOLIDAY DR, CHARLOTTESVILLE, VA"
400,ROOSEVELT BROWN BLVD,keep,Virginia,Charlottesville,400 ROOSEVELT BROWN BLVD,"400 ROOSEVELT BROWN BLVD, CHARLOTTESVILLE, VA"
1300,"CARLTON AVE, 306",keep,Virginia,Charlottesville,1300 CARLTON AVE,"1300 CARLTON AVE, CHARLOTTESVILLE, VA"
200,12TH ST NE,keep,Virginia,Charlottesville,200 12TH ST NE,"200 12TH ST NE, CHARLOTTESVILLE, VA"
500,"HARRIS RD, 116",keep,Virginia,Charlottesville,500 HARRIS RD,"500 HARRIS RD, CHARLOTTESVILLE, VA"
,AVON ST / BELMONT AVE,drop,Virginia,Charlottesville,AVON ST / BELMONT AVE,"AVON ST / BELMONT AVE, CHARLOTTESVILLE, VA"
,NORTH AVE / PARK ST,drop,Virginia,Charlottesville,NORTH AVE / PARK ST,"NORTH AVE / PARK ST, CHARLOTTESVILLE, VA"
1100,ROSE HILL DR,keep,Virginia,Charlottesville,1100 ROSE HILL DR,"1100 ROSE HILL DR, CHARLOTTESVILLE, VA"
2100,JEFFERSON PARK AVE,keep,Virginia,Charlottesville,2100 JEFFERSON PARK AVE,"2100 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
700,"E HIGH ST, 206",keep,Virginia,Charlottesville,700 E HIGH ST,"700 E HIGH ST, CHARLOTTESVILLE, VA"
,DA,drop,Virginia,Charlottesville,DA,"DA, CHARLOTTESVILLE, VA"
200,"14TH ST NW, 102",keep,Virginia,Charlottesville,200 14TH ST NW,"200 14TH ST NW, CHARLOTTESVILLE, VA"
,5TH STREET STATION @ 5TH ST,intersection,Virginia,Charlottesville,5TH STREET STATION @ 5TH ST,"5TH STREET STATION @ 5TH ST, CHARLOTTESVILLE, VA"
100,"13TH ST NW, 2/3",keep,Virginia,Charlottesville,100 13TH ST NW,"100 13TH ST NW, CHARLOTTESVILLE, VA"
900,"COTTAGE LN, 3",keep,Virginia,Charlottesville,900 COTTAGE LN,"900 COTTAGE LN, CHARLOTTESVILLE, VA"
1500,SHORT 18TH ST,keep,Virginia,Charlottesville,1500 SHORT 18TH ST,"1500 SHORT 18TH ST, CHARLOTTESVILLE, VA"
2100,"ARLINGTON BLVD, 410",keep,Virginia,Charlottesville,2100 ARLINGTON BLVD,"2100 ARLINGTON BLVD, CHARLOTTESVILLE, VA"
1000,"WERTLAND ST, 203",keep,Virginia,Charlottesville,1000 WERTLAND ST,"1000 WERTLAND ST, CHARLOTTESVILLE, VA"
600,"PRESTON AVE, A",keep,Virginia,Charlottesville,600 PRESTON AVE,"600 PRESTON AVE, CHARLOTTESVILLE, VA"
700,MCINTIRE RD,keep,Virginia,Charlottesville,700 MCINTIRE RD,"700 MCINTIRE RD, CHARLOTTESVILLE, VA"
100,RIDGE ST,keep,Virginia,Charlottesville,100 RIDGE ST,"100 RIDGE ST, CHARLOTTESVILLE, VA"
1000,MONTICELLO RD,keep,Virginia,Charlottesville,1000 MONTICELLO RD,"1000 MONTICELLO RD, CHARLOTTESVILLE, VA"
2300,FONTAINE AVE,keep,Virginia,Charlottesville,2300 FONTAINE AVE,"2300 FONTAINE AVE, CHARLOTTESVILLE, VA"
,13TH ST NW / W MAIN ST,drop,Virginia,Charlottesville,13TH ST NW / W MAIN ST,"13TH ST NW / W MAIN ST, CHARLOTTESVILLE, VA"
1000,"1ST ST S, 306",keep,Virginia,Charlottesville,1000 1ST ST S,"1000 1ST ST S, CHARLOTTESVILLE, VA"
100,APPLETREE RD,keep,Virginia,Charlottesville,100 APPLETREE RD,"100 APPLETREE RD, CHARLOTTESVILLE, VA"
,RUGBY RD / WAYSIDE PL,drop,Virginia,Charlottesville,RUGBY RD / WAYSIDE PL,"RUGBY RD / WAYSIDE PL, CHARLOTTESVILLE, VA"
300,FAIRWAY AVE,keep,Virginia,Charlottesville,300 FAIRWAY AVE,"300 FAIRWAY AVE, CHARLOTTESVILLE, VA"
100,"LANKFORD AVE, C",keep,Virginia,Charlottesville,100 LANKFORD AVE,"100 LANKFORD AVE, CHARLOTTESVILLE, VA"
,RIDGE RD @ W MAIN ST,intersection,Virginia,Charlottesville,RIDGE RD @ W MAIN ST,"RIDGE RD @ W MAIN ST, CHARLOTTESVILLE, VA"
,5TH STREET STATION PY @ 5TH ST SW,intersection,Virginia,Charlottesville,5TH STREET STATION PY @ 5TH ST SW,"5TH STREET STATION PY @ 5TH ST SW, CHARLOTTESVILLE, VA"
,HUNTLEY AVE / MORGAN CT,drop,Virginia,Charlottesville,HUNTLEY AVE / MORGAN CT,"HUNTLEY AVE / MORGAN CT, CHARLOTTESVILLE, VA"
1900,LEWIS MOUNTAIN RD,keep,Virginia,Charlottesville,1900 LEWIS MOUNTAIN RD,"1900 LEWIS MOUNTAIN RD, CHARLOTTESVILLE, VA"
1000,"ALTAVISTA AVE, D",keep,Virginia,Charlottesville,1000 ALTAVISTA AVE,"1000 ALTAVISTA AVE, CHARLOTTESVILLE, VA"
,GRADY AVE @ 10TH ST,intersection,Virginia,Charlottesville,GRADY AVE @ 10TH ST,"GRADY AVE @ 10TH ST, CHARLOTTESVILLE, VA"
1000,"ELLIOTT AVE, A",keep,Virginia,Charlottesville,1000 ELLIOTT AVE,"1000 ELLIOTT AVE, CHARLOTTESVILLE, VA"
700,"HARRIS ST, 202",keep,Virginia,Charlottesville,700 HARRIS ST,"700 HARRIS ST, CHARLOTTESVILLE, VA"
,10TH ST NW / PAOLI ST,drop,Virginia,Charlottesville,10TH ST NW / PAOLI ST,"10TH ST NW / PAOLI ST, CHARLOTTESVILLE, VA"
,2ND ST SW / W MAIN ST,drop,Virginia,Charlottesville,2ND ST SW / W MAIN ST,"2ND ST SW / W MAIN ST, CHARLOTTESVILLE, VA"
100,HARTFORD CT,keep,Virginia,Charlottesville,100 HARTFORD CT,"100 HARTFORD CT, CHARLOTTESVILLE, VA"
2100,"MICHIE DR, 127",keep,Virginia,Charlottesville,2100 MICHIE DR,"2100 MICHIE DR, CHARLOTTESVILLE, VA"
400,"7 1/2 ST SW, B",keep,Virginia,Charlottesville,400 7 1/2 ST SW,"400 7 1/2 ST SW, CHARLOTTESVILLE, VA"
,JOHN W WARNER PKWY / MCINTIRE RD,drop,Virginia,Charlottesville,JOHN W WARNER PKWY / MCINTIRE RD,"JOHN W WARNER PKWY / MCINTIRE RD, CHARLOTTESVILLE, VA"
1600,"6TH ST SE, 39",keep,Virginia,Charlottesville,1600 6TH ST SE,"1600 6TH ST SE, CHARLOTTESVILLE, VA"
700,W MAIN ST,keep,Virginia,Charlottesville,700 W MAIN ST,"700 W MAIN ST, CHARLOTTESVILLE, VA"
2000,"STADIUM RD, 20",keep,Virginia,Charlottesville,2000 STADIUM RD,"2000 STADIUM RD, CHARLOTTESVILLE, VA"
300,HUNTLEY AVE,keep,Virginia,Charlottesville,300 HUNTLEY AVE,"300 HUNTLEY AVE, CHARLOTTESVILLE, VA"
300,"10TH ST NW, C",keep,Virginia,Charlottesville,300 10TH ST NW,"300 10TH ST NW, CHARLOTTESVILLE, VA"
400,"E MAIN ST, 203",keep,Virginia,Charlottesville,400 E MAIN ST,"400 E MAIN ST, CHARLOTTESVILLE, VA"
2100,"MICHIE DR, 98",keep,Virginia,Charlottesville,2100 MICHIE DR,"2100 MICHIE DR, CHARLOTTESVILLE, VA"
1500,"CARLTON AVE, 7",keep,Virginia,Charlottesville,1500 CARLTON AVE,"1500 CARLTON AVE, CHARLOTTESVILLE, VA"
1000,SHERIDAN AVE,keep,Virginia,Charlottesville,1000 SHERIDAN AVE,"1000 SHERIDAN AVE, CHARLOTTESVILLE, VA"
1500,"6TH ST SE, A",keep,Virginia,Charlottesville,1500 6TH ST SE,"1500 6TH ST SE, CHARLOTTESVILLE, VA"
200,"CREAM ST, 301",keep,Virginia,Charlottesville,200 CREAM ST,"200 CREAM ST, CHARLOTTESVILLE, VA"
1200,"LEE ST, 507",keep,Virginia,Charlottesville,1200 LEE ST,"1200 LEE ST, CHARLOTTESVILLE, VA"
1000,"DRUID AVE, 101",keep,Virginia,Charlottesville,1000 DRUID AVE,"1000 DRUID AVE, CHARLOTTESVILLE, VA"
1600,"MONTICELLO AVE, F",keep,Virginia,Charlottesville,1600 MONTICELLO AVE,"1600 MONTICELLO AVE, CHARLOTTESVILLE, VA"
300,"4TH ST SE, 22",keep,Virginia,Charlottesville,300 4TH ST SE,"300 4TH ST SE, CHARLOTTESVILLE, VA"
800,"W MAIN ST, 810A",keep,Virginia,Charlottesville,800 W MAIN ST,"800 W MAIN ST, CHARLOTTESVILLE, VA"
,BLENHEIM AVE / 6TH ST SE,drop,Virginia,Charlottesville,BLENHEIM AVE / 6TH ST SE,"BLENHEIM AVE / 6TH ST SE, CHARLOTTESVILLE, VA"
400,LOCUST AVE,keep,Virginia,Charlottesville,400 LOCUST AVE,"400 LOCUST AVE, CHARLOTTESVILLE, VA"
500,LOCHLYN HILL DR,keep,Virginia,Charlottesville,500 LOCHLYN HILL DR,"500 LOCHLYN HILL DR, CHARLOTTESVILLE, VA"
,SCOTTSVILLE RD @ AVON ST,intersection,Virginia,Charlottesville,SCOTTSVILLE RD @ AVON ST,"SCOTTSVILLE RD @ AVON ST, CHARLOTTESVILLE, VA"
1400,"MONTICELLO RD, 202",keep,Virginia,Charlottesville,1400 MONTICELLO RD,"1400 MONTICELLO RD, CHARLOTTESVILLE, VA"
2200,"NORTH BERKSHIRE RD, 1",keep,Virginia,Charlottesville,2200 NORTH BERKSHIRE RD,"2200 NORTH BERKSHIRE RD, CHARLOTTESVILLE, VA"
2100,RICHMOND RD,keep,Virginia,Charlottesville,2100 RICHMOND RD,"2100 RICHMOND RD, CHARLOTTESVILLE, VA"
400,"4TH ST NW, 105",keep,Virginia,Charlottesville,400 4TH ST NW,"400 4TH ST NW, CHARLOTTESVILLE, VA"
500,"1ST ST N, 501",keep,Virginia,Charlottesville,500 1ST ST N,"500 1ST ST N, CHARLOTTESVILLE, VA"
1700,BURNLEY AVE,keep,Virginia,Charlottesville,1700 BURNLEY AVE,"1700 BURNLEY AVE, CHARLOTTESVILLE, VA"
,W MAIN ST / 8TH ST NW,drop,Virginia,Charlottesville,W MAIN ST / 8TH ST NW,"W MAIN ST / 8TH ST NW, CHARLOTTESVILLE, VA"
1000,GROVE ST,keep,Virginia,Charlottesville,1000 GROVE ST,"1000 GROVE ST, CHARLOTTESVILLE, VA"
