,address,match_address
3156,"W Market St & 2nd St NW, Charlottesville, Virginia, 22902","W MARKET ST & 2ND ST NW, CHARLOTTESVILLE, VA"
3157,"1600 Avon Street Ext, Charlottesville, Virginia, 22902","1600 AVON STREET EXT, CHARLOTTESVILLE, VA"
3159,"Kelly Ave, Charlottesville, Virginia, 22902","KELLY AVE, CHARLOTTESVILLE, VA"
3167,"900 King St, Charlottesville, Virginia, 22903","900 KING ST, CHARLOTTESVILLE, VA"
3172,"1900 Brandywine Dr, Charlottesville, Virginia, 22901","1900 BRANDYWINE DR, CHARLOTTESVILLE, VA"
3174,"900 6th St SE, Charlottesville, Virginia, 22902","900 6TH ST SE, CHARLOTTESVILLE, VA"
3182,"Monacan Trail Rd, Charlottesville, Virginia, 22903","MONACAN TRAIL RD, CHARLOTTESVILLE, VA"
3183,"1200 Druid Ave, Charlottesville, Virginia, 22902","1200 DRUID AVE, CHARLOTTESVILLE, VA"
3184,"1000 Martin St, Charlottesville, Virginia, 22901","1000 MARTIN ST, CHARLOTTESVILLE, VA"
3198,"City Walk Way, Charlottesville, Virginia, 22902","CITY WALK WAY, CHARLOTTESVILLE, VA"
3199,"1800 Cedar Hill Rd, Charlottesville, Virginia, 22901","1800 CEDAR HILL RD, CHARLOTTESVILLE, VA"
3202,"100 Troost Ct, Charlottesville, Virginia, 22903","100 TROOST CT, CHARLOTTESVILLE, VA"
3207,"900 Paoli St, Charlottesville, Virginia, 22903","900 PAOLI ST, CHARLOTTESVILLE, VA"
3231,"Raymond Rd, Charlottesville, Virginia, 22902","RAYMOND RD, CHARLOTTESVILLE, VA"
3237,"300 Ridge McIntire Rd, Charlottesville, Virginia, 22903","300 RIDGE MCINTIRE RD, CHARLOTTESVILLE, VA"
3244,"600 Harris Rd, Charlottesville, Virginia, 22902","600 HARRIS RD, CHARLOTTESVILLE, VA"
3245,"7th St SW, Charlottesville, Virginia, 22903","7TH ST SW, CHARLOTTESVILLE, VA"
3247,"10 1/2 St NW, Charlottesville, Virginia, 22903","10 1/2 ST NW, CHARLOTTESVILLE, VA"
3249,"Madison Ln, Charlottesville, Virginia, 22903","MADISON LN, CHARLOTTESVILLE, VA"
3253,"1700 University Ave, Charlottesville, Virginia, 22903","1700 UNIVERSITY AVE, CHARLOTTESVILLE, VA"
3263,"500 8th St NE, Charlottesville, Virginia, 22902","500 8TH ST NE, CHARLOTTESVILLE, VA"
3268,"700 E Market St, Charlottesville, Virginia, 22902","700 E MARKET ST, CHARLOTTESVILLE, VA"
3278,"100 Woodstock Dr, Charlottesville, Virginia, 22901","100 WOODSTOCK DR, CHARLOTTESVILLE, VA"
3281,"100 Washington Ave, Charlottesville, Virginia, 22903","100 WASHINGTON AVE, CHARLOTTESVILLE, VA"
3292,"500 13th St NW, Charlottesville, Virginia, 22903","500 13TH ST NW, CHARLOTTESVILLE, VA"
3295,"Greenway Rd, Charlottesville, Virginia, 22903","GREENWAY RD, CHARLOTTESVILLE, VA"
3298,"100 Park Ln W, Charlottesville, Virginia, 22903","100 PARK LN W, CHARLOTTESVILLE, VA"
3307,"Forest Ridge Rd, Charlottesville, Virginia, 22903","FOREST RIDGE RD, CHARLOTTESVILLE, VA"
3309,"800 Moore Ave, Charlottesville, Virginia, 22902","800 MOORE AVE, CHARLOTTESVILLE, VA"
3311,"300 Eastbrook Dr, Charlottesville, Virginia, 22901","300 EASTBROOK DR, CHARLOTTESVILLE, VA"
3316,"600 Lyons Ave, Charlottesville, Virginia, 22902","600 LYONS AVE, CHARLOTTESVILLE, VA"
3331,"Westwood Rd & Rugby Ave, Charlottesville, Virginia, 22903","WESTWOOD RD & RUGBY AVE, CHARLOTTESVILLE, VA"
3332,"5th St SW & Bailey Rd, Charlottesville, Virginia, 22903","5TH ST SW & BAILEY RD, CHARLOTTESVILLE, VA"
3344,"Lee St, Charlottesville, Virginia, 22903","LEE ST, CHARLOTTESVILLE, VA"
3348,"400 7th St NE, Charlottesville, Virginia, 22902","400 7TH ST NE, CHARLOTTESVILLE, VA"
3361,"Hilltop Rd, Charlottesville, Virginia, 22903","HILLTOP RD, CHARLOTTESVILLE, VA"
3368,"Main St E, Charlottesville, Virginia, 22902","MAIN ST E, CHARLOTTESVILLE, VA"
3370,"100 Park Rd, Charlottesville, Virginia, 22903","100 PARK RD, CHARLOTTESVILLE, VA"
3377,"1700 Cedar Hill Rd, Charlottesville, Virginia, 22901","1700 CEDAR HILL RD, CHARLOTTESVILLE, VA"
3382,"1500 Rugby Ave, Charlottesville, Virginia, 22903","1500 RUGBY AVE, CHARLOTTESVILLE, VA"
3383,"250 Byp & Locust Ave, Charlottesville, Virginia, 22901","250 BYP & LOCUST AVE, CHARLOTTESVILLE, VA"
3386,"1600 Rose Hill Dr, Charlottesville, Virginia, 22903","1600 ROSE HILL DR, CHARLOTTESVILLE, VA"
3389,"500 Henry Ave, Charlottesville, Virginia, 22903","500 HENRY AVE, CHARLOTTESVILLE, VA"
3395,"700 Nelson Dr, Charlottesville, Virginia, 22902","700 NELSON DR, CHARLOTTESVILLE, VA"
3396,"600 Farish St, Charlottesville, Virginia, 22902","600 FARISH ST, CHARLOTTESVILLE, VA"
3400,"Emmet St N & Arlington Blvd, Charlottesville, Virginia, 22903","EMMET ST N & ARLINGTON BLVD, CHARLOTTESVILLE, VA"
3403,"Fontaine Avenue Extended, Charlottesville, Virginia, 22903","FONTAINE AVENUE EXTENDED, CHARLOTTESVILLE, VA"
3405,"Jefferson Park Ave & Maywood Ln, Charlottesville, Virginia, 22903","JEFFERSON PARK AVE & MAYWOOD LN, CHARLOTTESVILLE, VA"
3412,"5th St NE, Charlottesville, Virginia, 22902","5TH ST NE, CHARLOTTESVILLE, VA"
3416,"Belleview Ave, Charlottesville, Virginia, 22901","BELLEVIEW AVE, CHARLOTTESVILLE, VA"
3419,"400 4th St SW, Charlottesville, Virginia, 22903","400 4TH ST SW, CHARLOTTESVILLE, VA"
3425,"400 10th St SW, Charlottesville, Virginia, 22903","400 10TH ST SW, CHARLOTTESVILLE, VA"
3426,"300 5th St SW, Charlottesville, Virginia, 22903","300 5TH ST SW, CHARLOTTESVILLE, VA"
3427,"200 Colonnade Dr, Charlottesville, Virginia, 22903","200 COLONNADE DR, CHARLOTTESVILLE, VA"
3432,"800 2nd St NE, Charlottesville, Virginia, 22902","800 2ND ST NE, CHARLOTTESVILLE, VA"
3435,"US-250 W & Meadowbrook Heights Rd, Charlottesville, Virginia, 22901","US-250 W & MEADOWBROOK HEIGHTS RD, CHARLOTTESVILLE, VA"
3436,"800 Hillcrest Rd, Charlottesville, Virginia, 22902","800 HILLCREST RD, CHARLOTTESVILLE, VA"
3442,"300 10th St NE, Charlottesville, Virginia, 22902","300 10TH ST NE, CHARLOTTESVILLE, VA"
3445,"McCormick Rd, Charlottesville, Virginia, 22904","MCCORMICK RD, CHARLOTTESVILLE, VA"
3451,Charlottesville Skate Park,"CHARLOTTESVILLE SKATE PARK, CHARLOTTESVILLE, VA"
3458,"1700 Rugby Ave, Charlottesville, Virginia, 22903","1700 RUGBY AVE, CHARLOTTESVILLE, VA"
3460,"100 Amherst Cmn, Charlottesville, Virginia, 22903","100 AMHERST CMN, CHARLOTTESVILLE, VA"
3463,"Junction Ln, Charlottesville, Virginia, 22902","JUNCTION LN, CHARLOTTESVILLE, VA"
3466,"1000 Samuel Miller Loop, Charlottesville, Virginia, 22903","1000 SAMUEL MILLER LOOP, CHARLOTTESVILLE, VA"
3469,"900 Calhoun St, Charlottesville, Virginia, 22901","900 CALHOUN ST, CHARLOTTESVILLE, VA"
3473,"1500 Melbourne Rd, Charlottesville, Virginia, 22901","1500 MELBOURNE RD, CHARLOTTESVILLE, VA"
3481,"Stonefield Ln, Charlottesville, Virginia, 22903","STONEFIELD LN, CHARLOTTESVILLE, VA"
3484,"400 Oakmont St, Charlottesville, Virginia, 22902","400 OAKMONT ST, CHARLOTTESVILLE, VA"
3487,"600 Rivanna Ave, Charlottesville, Virginia, 22903","600 RIVANNA AVE, CHARLOTTESVILLE, VA"
3492,"1600 Hydraulic Rd, Charlottesville, Virginia, 22901","1600 HYDRAULIC RD, CHARLOTTESVILLE, VA"
3505,"1700 Chesapeake St, Charlottesville, Virginia, 22902","1700 CHESAPEAKE ST, CHARLOTTESVILLE, VA"
3506,"Hedge St, Charlottesville, Virginia, 22902","HEDGE ST, CHARLOTTESVILLE, VA"
3507,"100 E South St, Charlottesville, Virginia, 22902","100 E SOUTH ST, CHARLOTTESVILLE, VA"
3509,"1300 Rose Hill Dr, Charlottesville, Virginia, 22903","1300 ROSE HILL DR, CHARLOTTESVILLE, VA"
3518,"1000 Rugby Rd, Charlottesville, Virginia, 22903","1000 RUGBY RD, CHARLOTTESVILLE, VA"
3522,"Meadowbrook Heights Rd & 250 Byp, Charlottesville, Virginia, 22901","MEADOWBROOK HEIGHTS RD & 250 BYP, CHARLOTTESVILLE, VA"
3527,"Rialto St, Charlottesville, Virginia, 22902","RIALTO ST, CHARLOTTESVILLE, VA"
3531,"900 Nalle St, Charlottesville, Virginia, 22903","900 NALLE ST, CHARLOTTESVILLE, VA"
3543,"Avon Street Ext & 5th Street Station Pkwy, Charlottesville, Virginia, 22902","AVON STREET EXT & 5TH STREET STATION PKWY, CHARLOTTESVILLE, VA"
3544,"5th Street Station Pkwy, Charlottesville, Virginia, 22902","5TH STREET STATION PKWY, CHARLOTTESVILLE, VA"
3555,"1600 Kenwood Ln, Charlottesville, Virginia, 22901","1600 KENWOOD LN, CHARLOTTESVILLE, VA"
3579,"300 Shamrock Rd, Charlottesville, Virginia, 22903","300 SHAMROCK RD, CHARLOTTESVILLE, VA"
3585,"600 Cami Ln, Charlottesville, Virginia, 22902","600 CAMI LN, CHARLOTTESVILLE, VA"
3586,"2700 Hydraulic Rd, Charlottesville, Virginia, 22901","2700 HYDRAULIC RD, CHARLOTTESVILLE, VA"
3596,"1300 Pen Park Ln, Charlottesville, Virginia, 22901","1300 PEN PARK LN, CHARLOTTESVILLE, VA"
3598,"2000 Hydraulic Rd, Charlottesville, Virginia, 22901","2000 HYDRAULIC RD, CHARLOTTESVILLE, VA"
3603,"1700 Rose Hill Dr, Charlottesville, Virginia, 22903","1700 ROSE HILL DR, CHARLOTTESVILLE, VA"
3604,"Highland Ave, Charlottesville, Virginia, 22903","HIGHLAND AVE, CHARLOTTESVILLE, VA"
3605,"900 Martin St, Charlottesville, Virginia, 22901","900 MARTIN ST, CHARLOTTESVILLE, VA"
3609,"1100 Reservoir Rd, Charlottesville, Virginia, 22903","1100 RESERVOIR RD, CHARLOTTESVILLE, VA"
3613,DoubleTree,"DOUBLETREE, CHARLOTTESVILLE, VA"
3616,"700 Forest St, Charlottesville, Virginia, 22903","700 FOREST ST, CHARLOTTESVILLE, VA"
3617,"600 E Jefferson St, Charlottesville, Virginia, 22902","600 E JEFFERSON ST, CHARLOTTESVILLE, VA"
3632,"Riverside Ave & Chesapeake St, Charlottesville, Virginia, 22902","RIVERSIDE AVE & CHESAPEAKE ST, CHARLOTTESVILLE, VA"
3654,"100 Culbreth Rd, Charlottesville, Virginia, 22903","100 CULBRETH RD, CHARLOTTESVILLE, VA"
3655,"2100 Minor Rd, Charlottesville, Virginia, 22903","2100 MINOR RD, CHARLOTTESVILLE, VA"
3658,"Naylor St, Charlottesville, Virginia, 22903","NAYLOR ST, CHARLOTTESVILLE, VA"
3666,"100 Bollingwood Rd, Charlottesville, Virginia, 22903","100 BOLLINGWOOD RD, CHARLOTTESVILLE, VA"
3670,"700 Saint Clair Ave, Charlottesville, Virginia, 22902","700 SAINT CLAIR AVE, CHARLOTTESVILLE, VA"
3674,"100 Eric Pl, Charlottesville, Virginia, 22903","100 ERIC PL, CHARLOTTESVILLE, VA"
3677,"900 9 1/2 St NE, Charlottesville, Virginia, 22902","900 9 1/2 ST NE, CHARLOTTESVILLE, VA"
3681,"134 Bollingwood Rd, Charlottesville, Virginia, 22903","134 BOLLINGWOOD RD, CHARLOTTESVILLE, VA"
3686,"100 Warren Ln, Charlottesville, Virginia, 22901","100 WARREN LN, CHARLOTTESVILLE, VA"
3695,"500 Stonehenge Ave, Charlottesville, Virginia, 22902","500 STONEHENGE AVE, CHARLOTTESVILLE, VA"
3711,"1200 Poplar St, Charlottesville, Virginia, 22902","1200 POPLAR ST, CHARLOTTESVILLE, VA"
3712,"900 Druid Ave, Charlottesville, Virginia, 22902","900 DRUID AVE, CHARLOTTESVILLE, VA"
3716,Barracks,"BARRACKS, CHARLOTTESVILLE, VA"
3717,"900 Marshall St, Charlottesville, Virginia, 22901","900 MARSHALL ST, CHARLOTTESVILLE, VA"
3719,"Bailey Rd & 5th St SW, Charlottesville, Virginia, 22903","BAILEY RD & 5TH ST SW, CHARLOTTESVILLE, VA"
3720,"700 Delevan St, Charlottesville, Virginia, 22903","700 DELEVAN ST, CHARLOTTESVILLE, VA"
3722,"W High St, Charlottesville, Virginia, 22902","W HIGH ST, CHARLOTTESVILLE, VA"
3723,"100 Almere Ave, Charlottesville, Virginia, 22902","100 ALMERE AVE, CHARLOTTESVILLE, VA"
3724,"Belmont Cottage Ln, Charlottesville, Virginia, 22902","BELMONT COTTAGE LN, CHARLOTTESVILLE, VA"
3726,"200 6th St SE, Charlottesville, Virginia, 22902","200 6TH ST SE, CHARLOTTESVILLE, VA"
3728,"Seminole Trl & Greenbrier Dr, Charlottesville, Virginia, 22901","SEMINOLE TRL & GREENBRIER DR, CHARLOTTESVILLE, VA"
3739,"Coleman Dr, Charlottesville, Virginia, 22901","COLEMAN DR, CHARLOTTESVILLE, VA"
3748,"1200 Hazel St, Charlottesville, Virginia, 22902","1200 HAZEL ST, CHARLOTTESVILLE, VA"
3766,"Hessian Rd, Charlottesville, Virginia, 22903","HESSIAN RD, CHARLOTTESVILLE, VA"
3773,"E Water St & 4th St SE, Charlottesville, Virginia, 22902","E WATER ST & 4TH ST SE, CHARLOTTESVILLE, VA"
3774,"1600 Oakleaf Ln, Charlottesville, Virginia, 22903","1600 OAKLEAF LN, CHARLOTTESVILLE, VA"
3775,"100 Wahoo Way, Charlottesville, Virginia, 22903","100 WAHOO WAY, CHARLOTTESVILLE, VA"
3783,"Stadium Rd & Emmet St S, Charlottesville, Virginia, 22904","STADIUM RD & EMMET ST S, CHARLOTTESVILLE, VA"
3784,"600 Elizabeth Ave, Charlottesville, Virginia, 22901","600 ELIZABETH AVE, CHARLOTTESVILLE, VA"
3788,"Bailey Rd, Charlottesville, Virginia, 22903","BAILEY RD, CHARLOTTESVILLE, VA"
3792,"1800 Brandywine Dr, Charlottesville, Virginia, 22901","1800 BRANDYWINE DR, CHARLOTTESVILLE, VA"
3793,"600 Elsom St, Charlottesville, Virginia, 22903","600 ELSOM ST, CHARLOTTESVILLE, VA"
3795,"500 6th St SE, Charlottesville, Virginia, 22902","500 6TH ST SE, CHARLOTTESVILLE, VA"
3816,"700 Elizabeth Ave, Charlottesville, Virginia, 22901","700 ELIZABETH AVE, CHARLOTTESVILLE, VA"
3818,"1300 Stoney Ridge Rd, Charlottesville, Virginia, 22902","1300 STONEY RIDGE RD, CHARLOTTESVILLE, VA"
3819,"100 Ivy Dr, Charlottesville, Virginia, 22903","100 IVY DR, CHARLOTTESVILLE, VA"
3823,"1000 Albemarle St, Charlottesville, Virginia, 22903","1000 ALBEMARLE ST, CHARLOTTESVILLE, VA"
3828,"1500 Rialto St, Charlottesville, Virginia, 22902","1500 RIALTO ST, CHARLOTTESVILLE, VA"
3831,"1300 Castalia St, Charlottesville, Virginia, 22902","1300 CASTALIA ST, CHARLOTTESVILLE, VA"
3837,"Greenwich Ct, Charlottesville, Virginia, 22902","GREENWICH CT, CHARLOTTESVILLE, VA"
3841,"200 Chancellor St, Charlottesville, Virginia, 22903","200 CHANCELLOR ST, CHARLOTTESVILLE, VA"
3843,"1000 West St, Charlottesville, Virginia, 22903","1000 WEST ST, CHARLOTTESVILLE, VA"
3850,"1600 Oxford Rd, Charlottesville, Virginia, 22903","1600 OXFORD RD, CHARLOTTESVILLE, VA"
3851,"1600 Cabell Ave, Charlottesville, Virginia, 22903","1600 CABELL AVE, CHARLOTTESVILLE, VA"
3872,"1200 Wellford St, Charlottesville, Virginia, 22903","1200 WELLFORD ST, CHARLOTTESVILLE, VA"
3883,"Greenbrier Dr, Charlottesville, Virginia, 22901","GREENBRIER DR, CHARLOTTESVILLE, VA"
3889,"100 E High St, Charlottesville, Virginia, 22902","100 E HIGH ST, CHARLOTTESVILLE, VA"
3894,"2600 Naylor St, Charlottesville, Virginia, 22903","2600 NAYLOR ST, CHARLOTTESVILLE, VA"
3903,"2200 Barracks Rd, Charlottesville, Virginia, 22903","2200 BARRACKS RD, CHARLOTTESVILLE, VA"
3905,"Ivy Rd, Charlottesville, Virginia, 22901","IVY RD, CHARLOTTESVILLE, VA"
3906,"1300 Mountain View St, Charlottesville, Virginia, 22902","1300 MOUNTAIN VIEW ST, CHARLOTTESVILLE, VA"
3908,"Sunrise Park Ln, Charlottesville, Virginia, 22902","SUNRISE PARK LN, CHARLOTTESVILLE, VA"
3912,"Latrobe Ct, Charlottesville, Virginia, 22903","LATROBE CT, CHARLOTTESVILLE, VA"
3919,"300 Dice St, Charlottesville, Virginia, 22903","300 DICE ST, CHARLOTTESVILLE, VA"
3921,"200 Wine St, Charlottesville, Virginia, 22902","200 WINE ST, CHARLOTTESVILLE, VA"
3925,"1400 Virginia Ave, Charlottesville, Virginia, 22903","1400 VIRGINIA AVE, CHARLOTTESVILLE, VA"
3931,"1700 Bruce Ave, Charlottesville, Virginia, 22903","1700 BRUCE AVE, CHARLOTTESVILLE, VA"
3932,"1100 Carlton Ave, Charlottesville, Virginia, 22902","1100 CARLTON AVE, CHARLOTTESVILLE, VA"
3934,"300 Peyton Ct, Charlottesville, Virginia, 22903","300 PEYTON CT, CHARLOTTESVILLE, VA"
3944,"100 Manila St, Charlottesville, Virginia, 22903","100 MANILA ST, CHARLOTTESVILLE, VA"
3953,"700 Walnut St, Charlottesville, Virginia, 22902","700 WALNUT ST, CHARLOTTESVILLE, VA"
3954,"800 Lyman St, Charlottesville, Virginia, 22902","800 LYMAN ST, CHARLOTTESVILLE, VA"
3967,"Caroline Ave, Charlottesville, Virginia, 22902","CAROLINE AVE, CHARLOTTESVILLE, VA"
3968,"400 2nd St SE, Charlottesville, Virginia, 22902","400 2ND ST SE, CHARLOTTESVILLE, VA"
3969,"Copeley Rd, Charlottesville, Virginia, 22903","COPELEY RD, CHARLOTTESVILLE, VA"
3974,"100 Leake Ln, Charlottesville, Virginia, 22902","100 LEAKE LN, CHARLOTTESVILLE, VA"
3976,"Concord Ave, Charlottesville, Virginia, 22903","CONCORD AVE, CHARLOTTESVILLE, VA"
3981,"1400 Wellford St, Charlottesville, Virginia, 22903","1400 WELLFORD ST, CHARLOTTESVILLE, VA"
3983,"700 Brown St, Charlottesville, Virginia, 22903","700 BROWN ST, CHARLOTTESVILLE, VA"
3988,"200 5th St NE, Charlottesville, Virginia, 22902","200 5TH ST NE, CHARLOTTESVILLE, VA"
3992,"1000 Long St, Charlottesville, Virginia, 22901","1000 LONG ST, CHARLOTTESVILLE, VA"
3996,"Forrest Rd, Charlottesville, Virginia, 22902","FORREST RD, CHARLOTTESVILLE, VA"
3998,"100 Howard Dr, Charlottesville, Virginia, 22903","100 HOWARD DR, CHARLOTTESVILLE, VA"
4000,"200 Azalea Dr, Charlottesville, Virginia, 22903","200 AZALEA DR, CHARLOTTESVILLE, VA"
4008,"600 Malcolm Crescent, Charlottesville, Virginia, 22902","600 MALCOLM CRESCENT, CHARLOTTESVILLE, VA"
4012,"Lewis Mountain Rd, Charlottesville, Virginia, 22903","LEWIS MOUNTAIN RD, CHARLOTTESVILLE, VA"
4013,"500 Commerce St, Charlottesville, Virginia, 22903","500 COMMERCE ST, CHARLOTTESVILLE, VA"
4014,"1200 Forest St, Charlottesville, Virginia, 22903","1200 FOREST ST, CHARLOTTESVILLE, VA"
4018,"Village Rd & Dublin Rd, Charlottesville, Virginia, 22903","VILLAGE RD & DUBLIN RD, CHARLOTTESVILLE, VA"
4032,"Chancellor St, Charlottesville, Virginia, 22903","CHANCELLOR ST, CHARLOTTESVILLE, VA"
4037,"Raymond Ave, Charlottesville, Virginia, 22903","RAYMOND AVE, CHARLOTTESVILLE, VA"
4042,"600 Orange St, Charlottesville, Virginia, 22902","600 ORANGE ST, CHARLOTTESVILLE, VA"
4051,"1000 Fern Ct, Charlottesville, Virginia, 22901","1000 FERN CT, CHARLOTTESVILLE, VA"
4053,"100 Sunset Avenue, Charlottesville, Virginia, 22903","100 SUNSET AVENUE, CHARLOTTESVILLE, VA"
4054,"Grady Ave & Preston Ave, Charlottesville, Virginia, 22903","GRADY AVE & PRESTON AVE, CHARLOTTESVILLE, VA"
4057,"1200 Edge Hill Rd, Charlottesville, Virginia, 22903","1200 EDGE HILL RD, CHARLOTTESVILLE, VA"
4088,"203 14th St NW, Charlottesville, Virginia, 22903","203 14TH ST NW, CHARLOTTESVILLE, VA"
4091,"100 Grover Ct, Charlottesville, Virginia, 22901","100 GROVER CT, CHARLOTTESVILLE, VA"
4092,"700 250 Byp, Charlottesville, Virginia, 22903","700 250 BYP, CHARLOTTESVILLE, VA"
4101,"300 6th St SE, Charlottesville, Virginia, 22902","300 6TH ST SE, CHARLOTTESVILLE, VA"
4108,"400 Hedge St, Charlottesville, Virginia, 22902","400 HEDGE ST, CHARLOTTESVILLE, VA"
4124,"200 18th St NE, Charlottesville, Virginia, 22902","200 18TH ST NE, CHARLOTTESVILLE, VA"
4127,"1400 E Market St, Charlottesville, Virginia, 22902","1400 E MARKET ST, CHARLOTTESVILLE, VA"
4136,"600 Locust Ln, Charlottesville, Virginia, 22901","600 LOCUST LN, CHARLOTTESVILLE, VA"
4143,"1500 Avon Street Ext, Charlottesville, Virginia, 22902","1500 AVON STREET EXT, CHARLOTTESVILLE, VA"
4146,"1400 Greenleaf Ln, Charlottesville, Virginia, 22903","1400 GREENLEAF LN, CHARLOTTESVILLE, VA"
4150,"Brandywine Dr, Charlottesville, Virginia, 22901","BRANDYWINE DR, CHARLOTTESVILLE, VA"
4154,"1400 Meridian St, Charlottesville, Virginia, 22902","1400 MERIDIAN ST, CHARLOTTESVILLE, VA"
4158,"John St, Charlottesville, Virginia, 22903","JOHN ST, CHARLOTTESVILLE, VA"
4168,"200 Emmet St N, Charlottesville, Virginia, 22903","200 EMMET ST N, CHARLOTTESVILLE, VA"
4170,"Woodburn Ct, Charlottesville, Virginia, 22901","WOODBURN CT, CHARLOTTESVILLE, VA"
4173,"4th St SE & E Water St, Charlottesville, Virginia, 22902","4TH ST SE & E WATER ST, CHARLOTTESVILLE, VA"
4183,"100 5th St SW, Charlottesville, Virginia, 22903","100 5TH ST SW, CHARLOTTESVILLE, VA"
4184,"Cynthianna Ave, Charlottesville, Virginia, 22903","CYNTHIANNA AVE, CHARLOTTESVILLE, VA"
4195,"400 Seymour Rd, Charlottesville, Virginia, 22903","400 SEYMOUR RD, CHARLOTTESVILLE, VA"
4196,"Valley Rd, Charlottesville, Virginia, 22903","VALLEY RD, CHARLOTTESVILLE, VA"
4206,"200 Yellowstone Dr, Charlottesville, Virginia, 22903","200 YELLOWSTONE DR, CHARLOTTESVILLE, VA"
4210,"423 1st St N, Charlottesville, Virginia, 22902","423 1ST ST N, CHARLOTTESVILLE, VA"
4218,"Berring St, Charlottesville, Virginia, 22902","BERRING ST, CHARLOTTESVILLE, VA"
4224,"1700 Grady Ave, Charlottesville, Virginia, 22903","1700 GRADY AVE, CHARLOTTESVILLE, VA"
4227,"700 Rock Creek Rd, Charlottesville, Virginia, 22903","700 ROCK CREEK RD, CHARLOTTESVILLE, VA"
4233,"1700 Monticello Ave, Charlottesville, Virginia, 22902","1700 MONTICELLO AVE, CHARLOTTESVILLE, VA"
4240,"1800 Broadway St, Charlottesville, Virginia, 22902","1800 BROADWAY ST, CHARLOTTESVILLE, VA"
4243,"1500 Rugby Rd, Charlottesville, Virginia, 22903","1500 RUGBY RD, CHARLOTTESVILLE, VA"
4261,"Seminole Ct, Charlottesville, Virginia, 22901","SEMINOLE CT, CHARLOTTESVILLE, VA"
4263,"1100 Rosser Ave, Charlottesville, Virginia, 22903","1100 ROSSER AVE, CHARLOTTESVILLE, VA"
4275,"Francis Fife Way, Charlottesville, Virginia, 22903","FRANCIS FIFE WAY, CHARLOTTESVILLE, VA"
4276,"US-250 Bus W & McIntire Rd, Charlottesville, Virginia, 22902","US-250 BUS W & MCINTIRE RD, CHARLOTTESVILLE, VA"
4279,"Brandywine Ct, Charlottesville, Virginia, 22901","BRANDYWINE CT, CHARLOTTESVILLE, VA"
4280,"250 McIntire Rd, Charlottesville, Virginia, 22902","250 MCINTIRE RD, CHARLOTTESVILLE, VA"
4285,"Parkway St, Charlottesville, Virginia, 22902","PARKWAY ST, CHARLOTTESVILLE, VA"
4294,"5th St SW & Cleveland Ave, Charlottesville, Virginia, 22902","5TH ST SW & CLEVELAND AVE, CHARLOTTESVILLE, VA"
4298,"1300 Jefferson Park Ave, Charlottesville, Virginia, 22903","1300 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
4301,"Madison Ct, Charlottesville, Virginia, 22911","MADISON CT, CHARLOTTESVILLE, VA"
4303,"16th St, Waynesboro, Virginia, 22980","16TH ST, CHARLOTTESVILLE, VA"
4309,"1800 Dairy Rd, Charlottesville, Virginia, 22903","1800 DAIRY RD, CHARLOTTESVILLE, VA"
4313,"1500 5th St SW, Charlottesville, Virginia, 22902","1500 5TH ST SW, CHARLOTTESVILLE, VA"
4321,"2100 Hill St, Charlottesville, Virginia, 22903","2100 HILL ST, CHARLOTTESVILLE, VA"
4322,"1900 Greenbrier Dr, Charlottesville, Virginia, 22901","1900 GREENBRIER DR, CHARLOTTESVILLE, VA"
4325,"3rd St SE, Charlottesville, Virginia, 22902","3RD ST SE, CHARLOTTESVILLE, VA"
4337,"Oxford Rd, Charlottesville, Virginia, 22903","OXFORD RD, CHARLOTTESVILLE, VA"
4339,"Ridge St & 5th St SW, Charlottesville, Virginia, 22902","RIDGE ST & 5TH ST SW, CHARLOTTESVILLE, VA"
4340,"Washington Ave, Charlottesville, Virginia, 22903","WASHINGTON AVE, CHARLOTTESVILLE, VA"
4343,"Orange St, Charlottesville, Virginia, 22902","ORANGE ST, CHARLOTTESVILLE, VA"
4372,"500 Maple St, Charlottesville, Virginia, 22902","500 MAPLE ST, CHARLOTTESVILLE, VA"
4386,"Peartree Ln, Charlottesville, Virginia, 22901","PEARTREE LN, CHARLOTTESVILLE, VA"
4393,"1000 Ashby Pl, Charlottesville, Virginia, 22901","1000 ASHBY PL, CHARLOTTESVILLE, VA"
4399,"100 8th St NW, Charlottesville, Virginia, 22903","100 8TH ST NW, CHARLOTTESVILLE, VA"
4405,"Bainbridge St, Charlottesville, Virginia, 22902","BAINBRIDGE ST, CHARLOTTESVILLE, VA"
4407,"300 Palatine Ave, Charlottesville, Virginia, 22902","300 PALATINE AVE, CHARLOTTESVILLE, VA"
4409,"700 Cynthianna Ave, Charlottesville, Virginia, 22903","700 CYNTHIANNA AVE, CHARLOTTESVILLE, VA"
4415,"9th St NE & Avon St, Charlottesville, Virginia, 22902","9TH ST NE & AVON ST, CHARLOTTESVILLE, VA"
4416,"1000 Poplar St, Charlottesville, Virginia, 22902","1000 POPLAR ST, CHARLOTTESVILLE, VA"
4422,"800 Calhoun St, Charlottesville, Virginia, 22901","800 CALHOUN ST, CHARLOTTESVILLE, VA"
4427,"400 9th St SW, Charlottesville, Virginia, 22903","400 9TH ST SW, CHARLOTTESVILLE, VA"
4439,"100 Porter Ave, Charlottesville, Virginia, 22903","100 PORTER AVE, CHARLOTTESVILLE, VA"
